ImageId,Path,Set
ID_0c6cb4607.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_0c6cb4607.dcm,val
ID_f513a7b81.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_f513a7b81.dcm,val
ID_0207b2ce9.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_0207b2ce9.dcm,val
ID_846334f7a.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_846334f7a.dcm,val
ID_2e46b1d0d.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_2e46b1d0d.dcm,val
ID_452a9f159.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_452a9f159.dcm,val
ID_7eea84450.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_7eea84450.dcm,val
ID_8ff4ca827.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_8ff4ca827.dcm,val
ID_fd4b85ffb.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_fd4b85ffb.dcm,val
ID_cb97bca82.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_cb97bca82.dcm,val
ID_b92f9ed07.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_b92f9ed07.dcm,val
ID_5616f31d8.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_5616f31d8.dcm,val
ID_2102681d3.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_2102681d3.dcm,val
ID_6cbec9989.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_6cbec9989.dcm,val
ID_a18af4def.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_a18af4def.dcm,val
ID_08c522a6a.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_08c522a6a.dcm,val
ID_7bcf6cae3.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_7bcf6cae3.dcm,val
ID_6bf99d26b.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_6bf99d26b.dcm,val
ID_7ef0b92ac.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_7ef0b92ac.dcm,val
ID_614532397.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_614532397.dcm,val
ID_83e823043.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_83e823043.dcm,val
ID_7c4922168.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_7c4922168.dcm,val
ID_8cea2f5e6.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_8cea2f5e6.dcm,val
ID_8a1356d25.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_8a1356d25.dcm,val
ID_6cb7a16ef.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_6cb7a16ef.dcm,val
ID_276bb0002.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_276bb0002.dcm,val
ID_e1098d41c.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_e1098d41c.dcm,val
ID_903789066.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_903789066.dcm,val
ID_6e91b66ed.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_6e91b66ed.dcm,val
ID_80d5a8a25.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_80d5a8a25.dcm,val
ID_4b28feec0.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_4b28feec0.dcm,val
ID_154ea7826.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_154ea7826.dcm,val
ID_844fe23ac.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_844fe23ac.dcm,val
ID_f2dbfa5c7.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_f2dbfa5c7.dcm,val
ID_d52ae1077.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_d52ae1077.dcm,val
ID_0e6781865.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_0e6781865.dcm,val
ID_98e0955ba.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_98e0955ba.dcm,val
ID_f8c6f0d84.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_f8c6f0d84.dcm,val
ID_123e2f5b7.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_123e2f5b7.dcm,val
ID_aab2ee778.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_aab2ee778.dcm,val
ID_332e3e1c6.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_332e3e1c6.dcm,val
ID_cb92c8825.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_cb92c8825.dcm,val
ID_485ffc382.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_485ffc382.dcm,val
ID_b6790e7e4.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_b6790e7e4.dcm,val
ID_af127531a.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_af127531a.dcm,val
ID_aec8da4b8.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_aec8da4b8.dcm,val
ID_b97ffd4d4.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_b97ffd4d4.dcm,val
ID_09406ffbc.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_09406ffbc.dcm,val
ID_fb25cb68c.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_fb25cb68c.dcm,val
ID_31a54d82f.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_31a54d82f.dcm,val
ID_983d0a8db.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_983d0a8db.dcm,val
ID_15849f0c0.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_15849f0c0.dcm,val
ID_f526fa292.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_f526fa292.dcm,val
ID_4240dfc4e.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_4240dfc4e.dcm,val
ID_f1b4321ad.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_f1b4321ad.dcm,val
ID_7e9956ae5.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_7e9956ae5.dcm,val
ID_ee5e292f0.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_ee5e292f0.dcm,val
ID_c29352fd2.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_c29352fd2.dcm,val
ID_5772a0aec.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_5772a0aec.dcm,val
ID_bbf176863.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_bbf176863.dcm,val
ID_cc541abfb.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_cc541abfb.dcm,val
ID_ff721017d.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_ff721017d.dcm,val
ID_c12b1bf2c.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_c12b1bf2c.dcm,val
ID_f0ae2d923.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_f0ae2d923.dcm,val
ID_810e718aa.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_810e718aa.dcm,val
ID_7979f0f5d.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_7979f0f5d.dcm,val
ID_727f89503.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_727f89503.dcm,val
ID_ef28f0c48.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_ef28f0c48.dcm,val
ID_462c2c75d.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_462c2c75d.dcm,val
ID_90c005b4b.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_90c005b4b.dcm,val
ID_052daf675.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_052daf675.dcm,val
ID_8dc67db52.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_8dc67db52.dcm,val
ID_451ce405b.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_451ce405b.dcm,val
ID_a11666ace.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_a11666ace.dcm,val
ID_5625cd847.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_5625cd847.dcm,val
ID_94d3e4278.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_94d3e4278.dcm,val
ID_a38723017.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_a38723017.dcm,val
ID_df59b3761.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_df59b3761.dcm,val
ID_3f3e60504.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_3f3e60504.dcm,val
ID_60cc6eb98.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_60cc6eb98.dcm,val
ID_c839d3873.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_c839d3873.dcm,val
ID_e98acba0c.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_e98acba0c.dcm,val
ID_86dd59350.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_86dd59350.dcm,val
ID_6023cb909.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_6023cb909.dcm,val
ID_af3745ba7.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_af3745ba7.dcm,val
ID_d6e77c9a8.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_d6e77c9a8.dcm,val
ID_eec273b47.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_eec273b47.dcm,val
ID_f6923bec0.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_f6923bec0.dcm,val
ID_df96516cc.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_df96516cc.dcm,val
ID_78c98e6b6.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_78c98e6b6.dcm,val
ID_b1fcc06fb.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_b1fcc06fb.dcm,val
ID_e9d209d24.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_e9d209d24.dcm,val
ID_2b6cde2fa.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_2b6cde2fa.dcm,val
ID_c6f1e3697.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_c6f1e3697.dcm,val
ID_bcfb43285.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_bcfb43285.dcm,val
ID_bf7556dc5.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_bf7556dc5.dcm,val
ID_a39840319.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_a39840319.dcm,val
ID_ed66f0e22.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_ed66f0e22.dcm,val
ID_a462d9e95.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_a462d9e95.dcm,val
ID_f9c9a57cc.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_f9c9a57cc.dcm,val
ID_438a1bc12.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_438a1bc12.dcm,val
ID_65c267d35.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_65c267d35.dcm,val
ID_91118a0e2.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_91118a0e2.dcm,val
ID_0e44bcf40.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_0e44bcf40.dcm,val
ID_8ba09bfb9.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_8ba09bfb9.dcm,val
ID_5f4591bd2.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_5f4591bd2.dcm,val
ID_b86340baf.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_b86340baf.dcm,val
ID_f558b58df.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_f558b58df.dcm,val
ID_997cb0243.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_997cb0243.dcm,val
ID_7b822cd3a.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_7b822cd3a.dcm,val
ID_c88569d31.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_c88569d31.dcm,val
ID_097016d2a.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_097016d2a.dcm,val
ID_bad0e5893.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_bad0e5893.dcm,val
ID_c733f10e9.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_c733f10e9.dcm,val
ID_5c64ebea5.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_5c64ebea5.dcm,val
ID_6aca75cde.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_6aca75cde.dcm,val
ID_0efca2a02.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_0efca2a02.dcm,val
ID_2b3441eb6.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_2b3441eb6.dcm,val
ID_44d754e69.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_44d754e69.dcm,val
ID_062b2fc91.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_062b2fc91.dcm,val
ID_8d66c7870.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_8d66c7870.dcm,val
ID_564e603f2.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_564e603f2.dcm,val
ID_2aa2b4511.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_2aa2b4511.dcm,val
ID_7d1e50284.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_7d1e50284.dcm,val
ID_9c7da716f.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_9c7da716f.dcm,val
ID_a5c790dcf.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_a5c790dcf.dcm,val
ID_7182680ed.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_7182680ed.dcm,val
ID_6f1be7f08.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_6f1be7f08.dcm,val
ID_46bd45e56.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_46bd45e56.dcm,val
ID_a1f1f89c7.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_a1f1f89c7.dcm,val
ID_8a496a33d.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_8a496a33d.dcm,val
ID_871266ee2.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_871266ee2.dcm,val
ID_0a323a5be.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_0a323a5be.dcm,val
ID_e12c7a2aa.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_e12c7a2aa.dcm,val
ID_ddbe9f3db.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_ddbe9f3db.dcm,val
ID_9eae13c0f.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_9eae13c0f.dcm,val
ID_a3cb90bd8.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_a3cb90bd8.dcm,val
ID_ca86daf2e.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_ca86daf2e.dcm,val
ID_acd339dc2.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_acd339dc2.dcm,val
ID_47f872463.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_47f872463.dcm,val
ID_f9fa52a40.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_f9fa52a40.dcm,val
ID_1f3f99b86.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_1f3f99b86.dcm,val
ID_cde4075de.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_cde4075de.dcm,val
ID_309b31e5f.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_309b31e5f.dcm,val
ID_db75e94cd.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_db75e94cd.dcm,val
ID_6079d5845.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_6079d5845.dcm,val
ID_600d6b292.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_600d6b292.dcm,val
ID_31301f382.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_31301f382.dcm,val
ID_004d6fbb6.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_004d6fbb6.dcm,val
ID_2c3033dfe.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_2c3033dfe.dcm,val
ID_3b8049563.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_3b8049563.dcm,val
ID_44e8b2bbe.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_44e8b2bbe.dcm,val
ID_116441e6c.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_116441e6c.dcm,val
ID_fa48253f3.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_fa48253f3.dcm,val
ID_cb5f6a72d.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_cb5f6a72d.dcm,val
ID_0d5bf2c18.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_0d5bf2c18.dcm,val
ID_a1d6eea0f.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_a1d6eea0f.dcm,val
ID_03b8066d3.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_03b8066d3.dcm,val
ID_db2f54c75.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_db2f54c75.dcm,val
ID_26ebc8a7f.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_26ebc8a7f.dcm,val
ID_1e4e92bd3.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_1e4e92bd3.dcm,val
ID_290cb317f.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_290cb317f.dcm,val
ID_eec88cf33.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_eec88cf33.dcm,val
ID_7dd6c9d4c.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_7dd6c9d4c.dcm,val
ID_4cdbc3b17.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_4cdbc3b17.dcm,val
ID_647aebf99.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_647aebf99.dcm,val
ID_8a6ef4b45.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_8a6ef4b45.dcm,val
ID_afc67f923.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_afc67f923.dcm,val
ID_7d4654022.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_7d4654022.dcm,val
ID_c6a829e89.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_c6a829e89.dcm,val
ID_1b699172f.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_1b699172f.dcm,val
ID_aacee1bd1.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_aacee1bd1.dcm,val
ID_6021a0db1.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_6021a0db1.dcm,val
ID_5690bd56f.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_5690bd56f.dcm,val
ID_a82e79877.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_a82e79877.dcm,val
ID_1bea07570.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_1bea07570.dcm,val
ID_ca902a994.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_ca902a994.dcm,val
ID_18f381898.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_18f381898.dcm,val
ID_7fd823827.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_7fd823827.dcm,val
ID_a759116d0.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_a759116d0.dcm,val
ID_b83121823.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_b83121823.dcm,val
ID_54ed2f279.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_54ed2f279.dcm,val
ID_f955c179f.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_f955c179f.dcm,val
ID_bf8957bab.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_bf8957bab.dcm,val
ID_ec1aca5c7.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_ec1aca5c7.dcm,val
ID_cd084f1b5.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_cd084f1b5.dcm,val
ID_5365a7907.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_5365a7907.dcm,val
ID_5f4178867.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_5f4178867.dcm,val
ID_fea0567c3.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_fea0567c3.dcm,val
ID_ddaf341c8.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_ddaf341c8.dcm,val
ID_e9c460260.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_e9c460260.dcm,val
ID_bd87a735d.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_bd87a735d.dcm,val
ID_73b225eaf.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_73b225eaf.dcm,val
ID_ce38e9f92.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_ce38e9f92.dcm,val
ID_71882743f.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_71882743f.dcm,val
ID_856369a94.dcm,/media/nvme/Datasets/Pneumothorax/dicom-images-test2/ID_856369a94.dcm,val
